index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,param1,param2,y
2558,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.103,37.3,1
752,73.3,8.3,12.07,1.0,141.6,2.2,6.3,10.5,7.2,11.79,176,4,391.6788941,0.0,19.92765,40.3604,1
8296,80.2,8.6,31.0,0.1,15.0,-35.5,-31.2,-26.9,0.2,16.75,165,4,1.806528158,0.00033581,157.25,66.25,0
24499,82.5,12.6,0.0,3.1,144.0,16.7,23.0,29.3,21.5,11.2,180,4,0.581910502,0.0,17.75,-9.25,0
13208,59.5,8.4,31.0,0.0,10.2,-37.9,-33.7,-29.5,0.2,8.47,146,4,0.06453917,0.000496019,132.75,57.25,0
1885,78.5,6.1,26.48,0.3,15.6,-5.2,-2.1,1.0,4.8,9.81,144,2,925.2921177,9.325021227,47.335,45.37,1
5301,59.2,6.4,31.0,0.0,29.6,-34.5,-31.3,-28.1,0.5,16.05,150,3,6.621803561,0.001126663,107.75,72.75,0
18796,37.1,13.5,31.0,0.7,0.3,-21.0,-14.2,-7.5,0.0,0.27,176,9,0.432824772,0.0,88.25,41.25,0
5066,53.0,6.2,31.0,0.0,24.0,-34.7,-31.6,-28.5,0.4,13.91,145,3,5.490640684,0.000913988,105.25,74.25,0
15471,30.9,12.3,31.0,0.0,1.7,-32.2,-26.0,-19.9,0.8,2.13,166,2,25.28671025,0.001028621,127.25,52.25,0
3877,35.8,12.1,3.91,2.6,9.0,5.8,11.8,17.9,7.5,3.6,165,9,74.90597717,25.243225,43.75,30.25,0
5529,64.8,7.0,31.0,0.0,28.4,-31.1,-27.6,-24.1,0.6,18.7,147,3,7.103490899,0.002365725,94.25,71.75,0
4523,43.0,10.8,0.0,3.6,4.0,14.6,20.0,25.4,14.2,1.8,170,9,18.52995106,0.0,46.75,20.25,0
8591,94.3,7.9,31.0,0.0,21.3,-37.7,-33.7,-29.8,0.3,20.92,158,4,1.497331862,0.000184989,151.75,65.75,0
3607,59.0,9.1,14.19,1.2,36.6,1.4,5.9,10.5,6.7,13.72,170,9,144.8747437,0.0,37.75,34.75,0
6476,75.8,7.1,31.0,0.0,15.7,-37.2,-33.6,-30.1,0.4,9.8,165,4,0.841615412,0.000150545,113.75,69.25,0
23982,58.1,7.8,23.45,1.6,23.7,-2.4,1.5,5.4,2.8,11.06,190,4,2466.007832,49.75369103,104.25,26.75,0
9624,86.1,6.8,31.0,0.0,23.4,-25.0,-21.6,-18.2,1.1,17.56,149,6,0.058679526,0.000167942,76.25,63.75,0
6848,65.1,9.3,31.0,0.0,20.5,-31.4,-26.7,-22.1,0.7,14.53,172,9,0.0,0.000346024,174.75,68.75,0
17711,36.4,9.9,31.0,0.3,8.8,-15.2,-10.2,-5.3,2.4,6.65,172,9,64.41883304,0.003367493,73.25,45.25,0
742,55.0,14.4,0.0,5.0,71.0,18.0,25.2,32.4,16.3,11.4,185,3,192.4999623,0.0,19.06,-22.69,1
6090,61.8,5.9,31.0,0.0,22.5,-42.7,-39.7,-36.8,0.2,15.37,165,3,0.822273077,0.000161948,126.75,70.25,0
13665,66.9,8.8,31.0,0.0,7.6,-34.7,-30.3,-25.9,0.3,6.94,151,4,6.712794732,0.000470616,126.75,56.25,0
13682,54.6,8.6,31.0,0.1,8.5,-33.0,-28.7,-24.4,0.2,4.09,182,5,0.080003599,0.000504519,135.25,56.25,0
22037,28.1,16.6,6.06,3.1,0.9,4.7,13.0,21.3,7.5,0.0,173,9,20.6876567,0.0,29.75,25.75,0
2490,61.4,7.6,1.11,1.5,145.9,7.8,11.6,15.4,7.5,11.75,146,2,1268.416503,0.0,35.664,37.263,1
12318,86.6,6.5,31.0,0.1,42.4,-14.9,-11.6,-8.4,2.4,17.4,155,4,111.5066891,2.37e-05,40.25,58.75,0
15344,32.2,8.9,31.0,0.1,5.4,-23.7,-19.2,-14.8,1.1,4.3,160,3,119.291292,0.00211356,63.75,52.25,0
299,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0,19.78507,41.389714,1
1874,79.6,5.4,23.33,0.5,18.3,-2.3,0.4,3.1,5.5,11.64,144,3,724.5440617,0.185590895,46.968,43.836,1
23990,91.2,4.0,19.24,1.0,28.7,-0.5,1.5,3.5,4.7,14.81,187,4,2714.603763,828.9243852,108.25,26.75,0
18671,34.6,12.2,31.0,0.6,1.1,-18.9,-12.8,-6.7,0.4,1.07,184,9,12.17943351,0.0,87.25,41.75,0
21871,33.7,10.8,0.08,2.8,7.1,9.4,14.8,20.2,11.1,2.67,138,11,1.928852008,0.003270218,27.75,30.25,0
9119,69.1,7.6,31.0,0.0,12.8,-35.4,-31.6,-27.8,0.4,7.93,160,4,2.416901138,0.00012415,117.75,64.75,0
2813,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,35.262173,32.455588,1
14937,56.3,10.7,31.0,0.1,6.6,-30.7,-25.3,-20.0,0.5,6.98,170,4,100.0816014,0.000241521,87.75,53.25,0
6741,64.8,6.4,31.0,0.0,14.8,-38.0,-34.8,-31.6,0.3,8.35,160,4,0.980686369,0.000130821,120.75,68.75,0
19674,53.2,10.1,28.01,0.9,48.2,-6.9,-1.8,3.3,3.0,11.19,196,5,327.5715359,0.0,50.25,34.25,0
21418,17.6,17.4,0.0,3.5,0.0,13.0,21.7,30.4,11.0,0.0,170,2,5639.764923,1296.165698,74.75,18.75,0
8895,83.4,8.5,31.0,0.0,19.4,-37.3,-33.0,-28.8,0.3,19.41,183,3,0.013272617,0.00021301,154.75,65.25,0
6389,92.7,6.0,31.0,0.0,12.9,-24.9,-21.9,-18.9,1.2,14.42,148,3,0.003455451,0.001178281,68.75,69.25,0
3258,60.9,9.0,30.25,0.7,41.2,-10.5,-6.0,-1.5,2.2,9.91,225,3,410.5295168,0.0,40.75,40.75,0
24727,75.0,11.9,0.0,3.7,116.0,16.1,22.0,28.0,16.8,8.8,178,4,0.0,0.0,14.75,-15.25,0
2236,71.0,6.4,11.55,0.9,50.4,2.4,5.6,8.8,6.8,8.4,135,4,138.4714373,7.18e-06,24.815,40.9111,1
8924,67.4,9.9,31.0,0.0,20.5,-29.8,-24.8,-19.9,1.0,10.04,150,3,0.0,0.001202698,169.25,65.25,0
15733,79.8,5.3,30.08,0.3,35.5,-10.1,-7.4,-4.8,3.0,14.49,155,2,783.709113,0.00025932,39.25,51.25,0
22676,36.6,15.3,31.0,0.7,0.7,-29.1,-21.4,-13.8,0.0,0.94,191,3,28.18397886,0.0,95.75,38.25,0
4197,25.6,12.6,0.0,3.9,0.0,10.9,17.2,23.5,10.1,0.0,144,9,0.06865121,0.001422054,34.75,25.25,0
22628,23.0,12.6,30.98,0.9,0.3,-13.5,-7.2,-0.9,1.2,0.54,168,3,215.585971,0.0,114.25,38.75,0
12717,81.0,8.1,31.0,0.0,9.9,-32.5,-28.4,-24.4,0.5,9.4,166,4,0.0,0.0,121.75,58.25,0
22930,39.4,14.7,31.0,0.7,1.5,-27.4,-20.0,-12.7,0.1,1.44,224,3,6.038089788,0.0,88.75,36.75,0
24561,81.3,13.2,0.0,3.4,220.0,16.6,23.2,29.8,17.3,15.1,176,5,0.545871152,0.0,22.25,-10.75,0
9722,64.6,5.8,31.0,0.0,11.3,-37.3,-34.4,-31.5,0.3,5.7,153,9,9.971808911,7.91e-05,125.25,63.75,0
10997,93.6,5.9,30.98,0.0,66.1,-13.4,-10.4,-7.5,2.7,20.49,152,4,20.01587582,0.000202593,34.25,61.25,0
18585,24.2,11.6,31.0,0.4,0.7,-23.1,-17.3,-11.5,1.0,1.07,187,3,2.79e-10,0.0,108.25,42.25,0
24459,85.0,10.4,0.0,2.8,61.1,16.6,21.8,27.0,21.3,4.15,179,4,9.75611524,0.0,15.25,-8.25,0
7130,65.1,9.5,31.0,0.0,18.4,-31.6,-26.8,-22.1,0.6,13.63,179,3,0.0,0.000332379,174.25,68.25,0
23967,75.2,4.8,13.39,1.4,24.2,1.7,4.1,6.5,5.2,9.32,149,2,944.7175861,419.5713526,119.75,27.25,0
23314,49.4,19.3,31.0,1.2,5.0,-18.3,-8.6,1.1,0.0,4.23,208,3,304.2720524,0.0,102.25,33.75,0
3359,70.7,7.7,24.15,0.8,62.9,-3.0,0.9,4.8,4.7,15.04,186,2,311.5222338,0.0,34.75,39.25,0
2336,68.2,7.5,13.92,0.8,23.2,1.5,5.2,9.0,6.6,6.83,145,2,4225.86636,961.7123834,47.4233,40.4987,1
2718,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.38291,32.81113,1
18787,42.5,11.2,31.0,0.4,0.3,-14.9,-9.3,-3.7,2.2,0.34,179,3,576.4620859,0.0,83.75,41.25,0
16018,42.3,9.8,31.0,0.1,5.0,-25.5,-20.6,-15.7,1.1,5.01,160,8,108.8315032,0.00683416,78.25,50.75,0
3390,74.3,8.2,24.26,0.8,33.4,-3.1,1.0,5.1,4.8,8.94,191,3,569.6244563,0.0,32.25,38.75,0
19237,40.0,14.0,0.0,6.1,1.0,16.8,23.8,30.8,14.5,1.0,178,3,0.0,0.0,15.25,-24.75,0
5149,65.3,7.0,31.0,0.0,47.6,-25.5,-22.0,-18.5,1.1,21.28,146,3,5.71147353,0.002395299,80.75,73.25,0
19467,55.8,11.4,6.71,1.4,71.8,4.4,10.1,15.8,8.8,9.67,149,5,265.2130562,1.34e-08,47.75,32.75,0
10328,66.1,6.3,31.0,0.0,4.6,-43.3,-40.1,-37.0,0.2,3.82,158,4,6.094859418,0.000409016,133.25,62.75,0
5005,53.3,6.1,31.0,0.0,18.4,-34.3,-31.2,-28.2,0.5,13.86,153,3,0.0,0.0,104.75,74.75,0
8375,89.1,7.5,31.0,0.0,45.0,-19.7,-15.9,-12.2,1.8,22.39,147,11,2.427183715,0.00468606,43.75,65.75,0
13503,74.7,5.7,31.0,0.0,49.5,-14.2,-11.3,-8.5,2.5,22.4,151,4,186.9955853,2.22e-05,45.75,56.25,0
19584,50.0,9.9,25.04,1.2,24.4,-3.8,1.2,6.2,3.2,6.56,200,5,24.54334821,0.0,55.75,36.25,0
12351,72.6,6.6,31.0,0.0,43.2,-17.8,-14.5,-11.2,1.9,14.97,155,4,88.75411745,0.000149823,56.75,58.75,0
18109,79.6,5.4,23.33,0.5,18.3,-2.3,0.4,3.1,5.5,11.64,144,3,724.5440617,0.185590895,46.75,43.75,0
8740,93.9,7.1,31.0,0.0,25.2,-25.4,-21.8,-18.3,1.1,19.49,146,6,0.005291004,0.001652275,77.25,65.25,0
23422,61.3,9.1,26.96,1.2,2.0,-5.7,-1.1,3.5,1.9,2.68,173,4,2311.986641,0.15497053,110.25,32.75,0
20767,18.8,14.0,0.08,2.2,2.4,9.4,16.4,23.4,11.9,0.35,150,2,8487.061429,11444.55143,83.25,25.75,0
8671,90.5,7.3,31.0,0.0,50.4,-19.0,-15.3,-11.7,1.9,22.28,154,4,1.104174357,0.000343459,42.75,65.25,0
10701,65.1,9.1,31.0,0.0,35.5,-24.5,-19.9,-15.4,1.7,13.64,169,3,7.734358427,0.00426552,172.75,62.25,0
8169,75.7,6.7,31.0,0.1,22.6,-34.8,-31.4,-28.1,0.2,16.67,177,9,6.624782873,0.000243883,93.75,66.25,0
23464,69.8,6.7,25.04,1.0,3.4,-3.8,-0.4,3.0,2.7,3.93,153,4,3188.869946,177.3743365,107.75,32.25,0
19811,40.8,15.1,16.59,1.8,13.9,0.5,8.0,15.6,6.3,4.71,178,9,16.498155,0.0,59.75,31.25,0
14151,80.4,6.4,31.0,0.0,64.5,-20.1,-16.9,-13.7,1.9,20.62,199,10,1.578879954,0.046844916,161.25,55.25,0
20324,49.3,15.3,31.0,1.0,10.2,-22.8,-15.1,-7.5,0.0,1.54,239,3,104.6522572,0.0,81.75,31.25,0
22157,24.2,13.9,0.0,4.1,0.0,9.9,16.8,23.8,8.6,0.0,165,9,181.964004,366.836329,32.75,22.75,0
21283,12.6,16.3,0.0,3.3,0.0,13.1,21.2,29.4,11.5,0.0,161,2,3295.14408,576.4436578,76.75,20.75,0
12490,87.6,6.7,31.0,0.1,15.3,-31.0,-27.6,-24.3,0.4,12.76,178,4,5.314533763,0.000260437,126.25,58.75,0
5326,65.0,5.9,31.0,0.0,16.4,-41.2,-38.2,-35.3,0.3,12.0,143,3,1.820636347,0.000964004,120.75,72.75,0
20438,47.3,14.5,3.56,1.8,3.0,6.0,13.2,20.5,8.7,0.3,159,2,1715.942819,8662.450459,75.75,29.75,0
2832,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,35.280382,32.485282,1
7444,84.5,9.1,31.0,0.0,30.2,-17.5,-12.9,-8.4,2.2,15.53,159,3,0.030587086,2.08e-05,29.75,67.25,0
21861,41.0,10.3,0.0,2.3,2.4,10.4,15.5,20.7,12.3,2.73,145,2,1119.492883,413.6440177,32.25,30.75,0
6451,58.6,7.4,31.0,0.1,15.3,-34.6,-30.9,-27.2,0.3,11.3,172,3,5.316785763,0.000346647,101.25,69.25,0
19180,58.8,13.8,0.0,4.6,110.4,18.9,25.8,32.7,21.5,13.09,182,3,371.9824047,0.0,20.75,-21.75,0
17930,30.5,8.9,31.0,0.4,3.2,-23.8,-19.3,-14.9,0.6,2.57,172,4,6.344916833,0.001548238,131.25,44.75,0
8674,88.5,7.6,31.0,0.0,42.6,-19.3,-15.5,-11.7,1.8,23.19,148,6,1.618886077,0.001297278,44.25,65.25,0
14231,44.9,8.4,31.0,0.0,3.5,-24.6,-20.4,-16.2,1.2,2.73,156,2,105.8705366,0.004036146,67.25,54.75,0
2515,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.420242,37.159021,1
9079,72.3,6.4,31.0,0.0,15.2,-38.7,-35.5,-32.3,0.1,10.4,181,3,7.441964629,0.000265114,97.75,64.75,0
2086,79.6,6.4,26.87,0.8,32.0,-5.6,-2.4,0.8,3.2,7.72,181,4,35.39413798,9.41e-05,23.04559,41.9781,1
24707,76.3,11.6,0.0,3.5,131.0,15.6,21.4,27.2,16.9,9.8,186,2,3760.38125,0.0,14.75,-14.75,0
14,38.8,13.2,31.0,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69,185,3,270.3674263,0.0,81.25112,43.805409,1
10329,65.1,6.3,31.0,0.0,4.4,-43.3,-40.1,-37.0,0.2,3.68,160,4,5.50664965,0.000455467,133.75,62.75,0
18050,23.1,9.1,31.0,0.5,0.7,-26.0,-21.4,-16.9,0.2,0.64,188,3,244.1494846,0.0,117.75,44.25,0
5823,76.0,7.2,31.0,0.0,36.1,-27.4,-23.8,-20.2,0.9,22.43,154,3,7.010157406,0.001244786,84.75,70.75,0
4470,34.8,8.6,0.0,3.7,0.0,16.7,21.0,25.3,15.5,0.0,155,9,4.869811704,0.0,51.25,21.25,0
71,53.2,8.0,31.0,0.0,6.0,-26.6,-22.6,-18.6,1.0,3.02,154,2,144.7600887,0.000451896,78.265121,54.895912,1
19197,53.8,13.1,0.0,5.1,77.0,17.2,23.7,30.3,11.1,12.3,192,3,267.2428041,0.0,17.25,-22.75,0
19107,61.3,8.9,0.0,4.3,50.0,15.8,20.2,24.7,13.6,8.2,186,3,214.1675785,0.0,14.25,-19.75,0
10116,58.6,8.8,31.0,0.0,33.0,-23.8,-19.4,-15.0,1.7,12.13,153,3,0.0,0.001046052,174.75,63.25,0
3046,86.3,3.4,1.91,1.4,17.9,7.1,8.8,10.5,8.1,8.27,156,4,2197.340071,515.6297841,105.75,23.25,0
7727,54.9,8.6,31.0,0.0,35.2,-27.6,-23.3,-19.0,1.1,16.64,181,9,0.0,0.0005254,178.75,67.25,0
5204,64.6,5.9,31.0,0.0,26.9,-36.5,-33.5,-30.6,0.4,15.51,147,3,1.592738782,0.001777874,110.75,73.25,0
8940,52.7,8.4,31.0,0.0,36.9,-22.9,-18.7,-14.5,1.7,9.65,147,3,0.0,0.085253963,177.25,65.25,0
22473,48.4,14.3,31.0,0.4,0.0,-16.9,-9.7,-2.6,2.3,0.0,181,8,1.379745376,0.0,82.75,39.25,0
3289,70.7,8.3,28.17,0.7,48.1,-7.1,-2.9,1.3,3.3,12.84,203,2,446.9288354,2.045000013,37.75,40.25,0
13898,54.1,9.7,31.0,0.0,5.9,-37.0,-32.1,-27.3,0.3,4.82,194,11,5.652245462,0.000709352,128.25,55.75,0
13260,83.2,5.7,30.97,0.1,43.6,-13.3,-10.4,-7.6,2.6,18.25,155,4,140.2998636,3.1e-05,41.75,56.75,0
20734,36.6,11.6,0.19,1.8,18.9,9.1,14.9,20.7,13.3,0.71,174,4,2426.351343,52.2280976,94.25,26.25,0
13338,54.5,7.7,31.0,0.0,7.4,-27.1,-23.2,-19.4,1.0,8.6,154,4,19.07247591,2.94e-05,80.75,56.75,0
24132,77.1,3.9,13.12,1.5,33.1,1.8,3.7,5.7,4.3,11.31,180,4,1193.839888,550.440538,113.25,25.25,0
9911,74.4,6.3,31.0,0.0,23.9,-24.2,-21.0,-17.9,1.1,14.85,151,4,0.012429389,7.45e-05,72.25,63.25,0
3687,50.4,6.8,0.0,4.3,272.2,22.9,26.3,29.7,25.6,6.02,145,4,0.0,0.0,81.75,6.75,0
17811,80.8,5.8,25.78,0.3,15.5,-4.5,-1.6,1.3,5.0,10.62,145,9,524.0641066,0.833725954,45.75,44.75,0
2856,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.386941,32.83736,1
2513,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.460494,37.254113,1
17426,30.6,10.0,31.0,0.2,7.9,-18.6,-13.6,-8.6,1.9,4.7,164,9,117.0589455,0.005367596,75.75,46.25,0
21733,45.9,17.0,0.0,4.6,0.0,17.2,25.7,34.2,10.9,0.0,163,4,2410.549382,0.0,-9.75,11.25,0
6145,81.9,8.7,31.0,0.1,18.0,-37.4,-33.0,-28.7,0.2,16.45,148,3,2.422894005,0.005117413,154.25,70.25,0
2858,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.44823639,32.63852634,1
3510,67.5,7.6,13.92,1.0,77.3,1.5,5.3,9.1,6.3,12.64,179,2,1447.085328,0.0,37.75,37.25,0
5312,67.9,5.9,31.0,0.0,24.8,-38.1,-35.1,-32.2,0.4,15.25,145,9,1.878992613,0.002555013,113.75,72.75,0
15267,48.4,10.1,31.0,0.1,18.9,-27.6,-22.5,-17.5,0.8,8.28,157,4,0.846468583,0.00025663,137.75,52.75,0
4215,42.2,12.0,0.45,3.2,11.0,8.6,14.6,20.6,7.3,3.5,178,9,120.1583059,0.0,45.75,25.25,0
9171,60.1,8.3,31.0,0.0,6.2,-48.5,-44.3,-40.2,0.2,4.93,166,4,1.992688182,0.000349279,143.75,64.75,0
17047,27.7,10.6,31.0,0.0,1.0,-28.2,-22.9,-17.6,1.0,0.78,159,2,1360.545511,0.0,125.25,47.75,0
3268,73.9,7.2,13.39,1.0,74.2,1.7,5.3,8.9,6.8,13.16,147,2,3143.352483,46.01191373,27.25,40.25,0
9592,67.0,8.1,31.0,0.0,24.8,-23.3,-19.2,-15.2,1.2,13.36,148,4,0.114377411,0.000605223,60.25,63.75,0
10082,76.2,8.9,31.0,0.1,16.7,-35.0,-30.5,-26.1,0.3,17.08,178,3,0.015232346,0.000419337,157.75,63.25,0
22816,53.7,11.0,31.0,0.7,1.1,-14.9,-9.4,-3.9,0.6,0.01,210,3,77.10269149,0.0,77.75,37.25,0
8356,79.9,7.4,31.0,0.0,59.6,-17.0,-13.3,-9.6,2.3,11.65,161,3,0.0,0.000827577,-171.75,65.75,0
15781,37.2,8.7,31.0,0.1,8.1,-23.7,-19.3,-15.0,1.2,6.15,162,8,94.40220486,0.002757871,63.25,51.25,0
20038,63.5,10.7,31.0,0.9,29.2,-16.6,-11.2,-5.9,0.0,3.72,137,3,120.1225415,0.0,76.75,34.25,0
11093,77.2,6.9,31.0,0.0,17.1,-26.2,-22.7,-19.3,0.9,14.51,151,4,0.037651667,0.000110373,82.25,61.25,0
9401,83.3,8.2,31.0,0.1,10.8,-35.6,-31.5,-27.4,0.2,10.76,169,4,2.004293362,0.000163493,113.25,64.25,0
11533,90.4,5.5,30.03,0.0,67.5,-10.0,-7.2,-4.5,3.6,24.58,150,4,109.429839,0.0002714,29.25,60.25,0
4656,75.0,8.5,31.0,0.0,39.9,-32.2,-27.9,-23.7,0.8,24.78,140,10,0.031091497,5.68e-05,55.25,80.75,0
1938,80.7,7.2,23.33,0.5,36.6,-2.3,1.3,4.9,5.7,7.0,155,2,286.0397247,8.22744298,25.675833,42.050556,1
19279,31.7,10.7,0.0,6.0,21.0,15.2,20.5,25.9,10.8,4.0,197,3,29.616679,0.0,16.25,-26.75,0
3415,56.6,8.8,29.18,0.5,25.8,-8.5,-4.1,0.3,3.5,8.4,177,5,1096.46875,0.040175307,44.75,38.75,0
23955,81.7,4.4,19.75,1.3,48.2,-0.7,1.5,3.7,3.9,13.26,175,4,2173.562481,194.5094123,113.75,27.25,0
15853,38.6,10.2,31.0,0.2,26.2,-34.9,-29.8,-24.7,0.0,10.91,218,3,0.0,0.0,103.25,51.25,0
8726,85.4,5.5,31.0,0.0,24.0,-24.0,-21.2,-18.5,1.2,16.64,151,4,0.002766027,0.000190014,70.25,65.25,0
24759,71.3,11.7,0.0,3.4,186.0,17.0,22.8,28.7,22.9,17.1,182,5,125.0648154,0.0,20.75,-15.75,0
1629,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,22.220404,42.28392,1
15886,30.0,13.2,31.0,0.0,2.0,-35.7,-29.1,-22.5,0.5,1.63,167,3,74.88647201,0.013885748,119.75,51.25,0
8885,92.4,7.6,31.0,0.0,19.8,-36.9,-33.1,-29.3,0.4,18.65,156,4,1.954750114,0.000262192,149.75,65.25,0
7241,86.4,5.9,31.0,0.0,37.8,-25.9,-22.9,-20.0,1.0,21.47,151,3,6.290579362,0.001726383,83.75,67.75,0
16098,31.4,16.2,31.0,0.2,0.8,-36.4,-28.3,-20.2,0.3,0.76,179,4,2.930548289,0.0,123.25,50.75,0
24682,77.5,11.5,0.0,3.3,213.0,17.6,23.3,29.1,22.6,20.3,180,3,35.12183738,0.0,21.75,-13.75,0
7462,92.6,7.1,31.0,0.0,54.4,-18.4,-14.8,-11.3,1.9,18.64,166,3,0.012292816,0.001844468,38.75,67.25,0
19203,53.8,10.1,0.0,4.5,0.0,16.0,21.0,26.1,16.7,0.0,161,9,0.0,0.0,14.75,-23.25,0
1548,78.4,7.5,26.48,0.5,33.9,-5.2,-1.4,2.4,4.8,11.7,154,2,1251.48273,0.312959027,44.1185,43.1895,1
2216,69.8,6.5,10.78,0.9,53.7,2.7,5.9,9.2,7.2,8.49,141,2,40.79218366,0.0,23.9886,40.0319,1
7231,88.8,6.5,31.0,0.0,30.9,-25.2,-21.9,-18.7,1.1,21.46,148,3,0.003958231,0.002830161,78.75,67.75,0
2595,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.230768,37.370657,1
11156,76.6,8.0,31.0,0.1,13.9,-35.0,-31.0,-27.0,0.2,9.28,161,4,2.718073591,9.73e-05,113.75,61.25,0
20936,33.1,14.5,0.0,2.3,3.9,10.1,17.3,24.6,14.4,0.4,156,2,26978.40223,2580.23595,86.75,24.25,0
16026,65.3,10.0,31.0,0.1,7.0,-27.7,-22.7,-17.7,0.9,6.17,179,2,231.1518909,0.004635722,82.25,50.75,0
2369,70.7,8.3,28.17,0.7,48.1,-7.1,-2.9,1.3,3.3,12.84,203,2,446.9288354,2.045000013,37.7412,40.163353,1
12900,63.4,8.3,31.0,0.0,9.8,-30.8,-26.6,-22.5,0.7,8.21,158,4,17.54912017,1.82e-05,96.75,57.75,0
9080,71.9,6.5,31.0,0.0,15.5,-38.3,-35.0,-31.8,0.1,9.89,183,3,6.491351067,0.000267239,98.25,64.75,0
14264,57.4,8.4,31.0,0.0,6.7,-27.0,-22.8,-18.6,1.0,7.74,155,2,224.5056331,0.000581747,83.75,54.75,0
4072,42.5,9.0,0.0,3.1,40.7,11.5,16.0,20.5,9.8,9.6,155,9,5.684182591,0.0,48.25,27.75,0
22709,26.1,11.4,31.0,1.0,1.4,-17.2,-11.5,-5.8,0.0,2.82,164,3,445.9898471,0.0,112.25,38.25,0
14672,35.8,8.5,31.0,0.1,4.3,-24.6,-20.3,-16.1,1.1,4.07,156,2,94.09787804,0.023621997,66.75,53.75,0
13944,85.3,5.3,30.55,0.1,42.0,-11.3,-8.6,-6.0,2.9,15.04,154,3,403.6987116,0.000461522,38.25,55.25,0
4837,55.6,6.9,31.0,0.0,10.9,-34.1,-30.6,-27.2,0.6,12.08,151,3,0.0,0.0,98.25,75.75,0
15807,38.3,9.3,31.0,0.1,6.1,-25.7,-21.0,-16.4,1.0,5.73,158,8,141.4915275,0.0025071,76.25,51.25,0
5976,91.4,6.2,31.0,0.0,8.5,-25.7,-22.6,-19.5,1.1,10.93,145,3,0.003091697,0.019584171,67.75,70.25,0
7956,57.1,7.4,31.0,0.0,5.8,-45.8,-42.1,-38.4,0.1,5.78,166,4,1.877322225,0.000178952,141.75,66.75,0
7518,87.8,6.7,31.0,0.0,27.8,-24.8,-21.4,-18.1,1.1,19.66,151,3,0.002754294,0.001884621,74.25,67.25,0
7613,64.0,6.1,31.0,0.0,16.3,-37.3,-34.2,-31.2,0.3,9.2,160,4,1.761682795,0.000327668,121.75,67.25,0
4569,43.6,11.7,0.0,3.1,15.0,10.1,15.9,21.8,11.4,2.3,190,9,0.064532877,0.0,42.75,19.25,0
10852,72.9,9.2,31.0,0.0,11.6,-39.1,-34.5,-29.9,0.2,6.0,170,4,14.3667291,0.000114489,102.25,61.75,0
15547,58.9,7.9,31.0,0.3,15.6,-17.9,-13.9,-10.0,1.6,8.29,148,3,304.2455442,0.002872697,54.75,51.75,0
2424,69.7,6.9,24.6,0.9,51.4,-3.4,0.1,3.6,4.3,11.31,186,3,933.5890035,0.0,34.973662,37.693906,1
8374,90.1,7.5,31.0,0.0,46.2,-19.5,-15.7,-12.0,1.8,22.11,146,4,1.857024696,0.001331355,43.25,65.75,0
8113,94.4,4.8,31.0,0.0,21.8,-22.7,-20.3,-17.9,1.1,16.14,145,4,0.001654509,0.009150913,65.75,66.25,0
4653,75.0,8.7,31.0,0.0,41.1,-31.9,-27.5,-23.2,0.7,25.5,164,10,0.029981028,9.5e-05,50.75,80.75,0
20334,38.6,15.1,31.0,1.1,4.8,-18.5,-10.9,-3.4,0.4,1.02,218,11,88.34750313,0.0,86.75,31.25,0
23634,62.5,5.5,22.49,1.2,27.6,-1.8,1.0,3.8,3.9,9.54,145,2,656.2898764,143.025067,120.25,30.75,0
14258,58.2,8.1,31.0,0.0,7.0,-27.1,-23.0,-19.0,1.0,5.33,154,2,129.5466091,0.002263507,80.75,54.75,0
12500,70.3,7.1,31.0,0.0,11.4,-37.5,-33.9,-30.4,0.3,9.72,179,5,5.667052212,2.71e-05,131.25,58.75,0
5951,71.0,8.1,31.0,0.1,19.4,-36.1,-32.0,-28.0,0.2,15.43,145,11,2.433536749,0.049862154,148.75,70.75,0
20164,37.6,15.7,31.0,0.8,1.3,-24.6,-16.7,-8.9,0.3,0.98,226,3,160.259598,0.0,92.75,33.25,0
